date,price
2015-01-01,35127
2015-04-01,34565
2015-07-01,35889
2015-10-01,35536
2016-01-01,38640
2016-04-01,33046
2016-07-01,36535
2016-10-01,35593
2017-01-01,35634
2017-04-01,32072
2017-07-01,38280
2017-10-01,38594
2018-01-01,41193
2018-04-01,33994
2018-07-01,32528
2018-10-01,32173
2019-01-01,28665
2019-04-01,28156
2019-07-01,23619
2019-10-01,29377
2020-01-01,36833
2020-04-01,40977
2020-07-01,28927
2020-10-01,3149
