date,price
2016-04-20,864000.0
2016-04-19,878000.0
2016-04-18,877000.0
2016-04-15,888000.0
2016-04-14,864000.0
2016-04-12,856000.0
2016-04-11,887000.0
2016-04-10,914000.0
2016-04-08,914000.0
2016-04-07,928000.0
2016-04-06,942000.0
2016-04-05,917000.0
2016-04-04,918000.0
2016-04-01,928000.0
2016-03-31,907000.0
2016-03-30,911000.0
2016-03-29,925000.0
2016-03-28,954000.0
2016-03-25,983000.0
2016-03-24,990000.0
2016-03-23,997000.0
2016-03-22,1004000.0
2016-03-21,986000.0
2016-03-20,999000.0
2016-03-18,999000.0
2016-03-17,1019000.0
2016-03-16,1033000.0
2016-03-15,1020000.0
2016-03-14,1018000.0
2016-03-11,1050000.0
2016-03-10,1043000.0
2016-03-09,1043000.0
2016-03-08,1037000.0
2016-03-07,1072000.0
2016-03-04,1070000.0
2016-03-03,1217000.0
2016-03-02,1186000.0
2016-02-29,1146000.0
2016-02-26,1189000.0
2016-02-25,1162000.0
2016-02-24,1172000.0
2016-02-23,1218000.0
2016-02-22,1241000.0
2016-02-19,1238000.0
2016-02-18,1240000.0
2016-02-17,1230000.0
2016-02-16,1298000.0
2016-02-15,1274000.0
2016-02-12,1180000.0
2016-02-11,1242000.0
2016-02-10,1259000.0
2016-02-05,1259000.0
2016-02-04,1381000.0
2016-02-03,1410000.0
2016-02-02,1409000.0
2016-02-01,1384000.0
2016-01-31,1414000.0
2016-01-29,1414000.0
2016-01-28,1383000.0
2016-01-27,1376000.0
2016-01-26,1369000.0
2016-01-25,1377000.0
2016-01-22,1425000.0
2016-01-21,1319000.0
2016-01-20,1295000.0
2016-01-19,1315000.0
2016-01-18,1300000.0
2016-01-17,1280000.0
2016-01-15,1280000.0
2016-01-14,1238000.0
2016-01-13,1258000.0
2016-01-12,1277000.0
2016-01-11,1283000.0
2016-01-08,1295000.0
2016-01-07,1294000.0
2016-01-06,1273000.0
2016-01-05,1255000.0
2016-01-04,1255000.0
2015-12-30,1225000.0
2015-12-29,1206000.0
2015-12-28,1200000.0
2015-12-24,1173000.0
2015-12-23,1184000.0
2015-12-22,1197000.0
2015-12-21,1191000.0
2015-12-18,1159000.0
2015-12-17,1135000.0
2015-12-16,1125000.0
2015-12-15,1115000.0
2015-12-14,1141000.0
2015-12-11,1101000.0
2015-12-10,1080000.0
2015-12-09,1041000.0
2015-12-08,1043000.0
2015-12-07,1032000.0
2015-12-04,1005000.0
2015-12-03,1035000.0
2015-12-02,1039000.0
2015-12-01,1068000.0
2015-11-30,1041000.0
2015-11-27,1061000.0
2015-11-26,1058000.0
2015-11-25,1054000.0
2015-11-24,1039000.0
2015-11-23,1044000.0
2015-11-20,1051000.0
2015-11-19,1056000.0
2015-11-18,1035000.0
2015-11-17,1051000.0
2015-11-16,1021000.0
2015-11-13,1005000.0
2015-11-12,1040000.0
2015-11-11,1004000.0
2015-11-10,996000.0
2015-11-09,995000.0
2015-11-08,1010000.0
2015-11-06,1010000.0
2015-11-05,1033000.0
2015-11-04,1021000.0
2015-11-03,1022000.0
2015-11-02,1023000.0
2015-10-30,1049000.0
2015-10-29,1099000.0
2015-10-28,1093000.0
2015-10-27,1057000.0
2015-10-26,1003000.0
2015-10-23,989000.0
2015-10-22,999000.0
2015-10-21,1082000.0
2015-10-20,1080000.0
2015-10-19,1067000.0
2015-10-16,1062000.0
2015-10-15,1051000.0
2015-10-14,1026000.0
2015-10-13,1043000.0
2015-10-12,1043000.0
2015-10-08,1046000.0
2015-10-07,1028000.0
2015-10-06,1130000.0
2015-10-05,1088000.0
2015-10-02,1072000.0
