date,price
2020-1-01,7511
2020-2-01,12243
2020-3-01,17079
2020-4-01,16168
2020-5-01,12309
2020-6-01,12500
2020-7-01,11543
2020-8-01,8837
2020-9-01,8547
2020-10-01,3149
2020-11-01,0
2020-12-01,0
